keyword|&id|&tweet|&date|&location|&retweets|&likes
quarantine|&1238140575217520640|&@jw_hcafc real in quarantine after a madrid basketball player got it|&Fri Mar 13 00:31:31 SRET 2020|&N/A|&0|&0
quarantine|&1238140574571487232|&Why a coronavirus quarantine in the US is a bad idea https://t.co/jUzEKHmLWJ via @massivesci|&Fri Mar 13 00:31:31 SRET 2020|&N/A|&0|&0
quarantine|&1238140573971812362|&Quite keen for a Glasto poster drop before we all end up in quarantine tbh|&Fri Mar 13 00:31:31 SRET 2020|&N/A|&0|&0
quarantine|&1238140568150007810|&Yard be shut down? Will we still get paid if we have to self-quarantine? Will we still get paid if the yard is shut down? These are actual concerns I have, and it is concerning that my employer has not really given any actual answers.|&Fri Mar 13 00:31:29 SRET 2020|&N/A|&0|&0
quarantine|&1238140566858276865|&@ShawnG927 @fbag_mag My friend is a doctor in Utah who is now in quarantine because she came into contact with one of the reporters who is now sick|&Fri Mar 13 00:31:29 SRET 2020|&N/A|&0|&0
quarantine|&1238140564463407107|&@girlsreallyrule That’s awesome! Now just quarantine his ass immediately!|&Fri Mar 13 00:31:28 SRET 2020|&N/A|&0|&0
quarantine|&1238140563293179905|&Dr. Peter Lin on what it means to self-quarantine and self-isolate in the wake of COVID-19 https://t.co/KBMT3lDgSe https://t.co/n8UaVkOAWY|&Fri Mar 13 00:31:28 SRET 2020|&N/A|&0|&0
quarantine|&1238140562663804928|&community quarantine is just a fancier way of saying lockdown|&Fri Mar 13 00:31:28 SRET 2020|&N/A|&0|&0
quarantine|&1238140561514774528|&You mean to tell me that years ago SpongeBob gave us a glimpse of life under quarantine? Incredible https://t.co/Q94ocQFqX3|&Fri Mar 13 00:31:28 SRET 2020|&N/A|&0|&0
quarantine|&1238140556246646790|&ArtBasel: Two tech-savvy artists developed a messaging app to connect strangers in quarantine (via artnet): https://t.co/oDwjhS0Bw6 https://t.co/7zpRgydMta|&Fri Mar 13 00:31:26 SRET 2020|&N/A|&0|&0
quarantine|&1238140555374268418|&@NickyPizazz Trudeau in self quarantine :S|&Fri Mar 13 00:31:26 SRET 2020|&N/A|&0|&1
quarantine|&1238140554304782336|&@CityMayn23 @BurgundyBlog @ProFootballTalk Or you could just self quarantine and be cautious and fine.|&Fri Mar 13 00:31:26 SRET 2020|&N/A|&0|&0
quarantine|&1238140549607182336|&Stop hoarding sanitizer, protect everyone and quarantine yourself when you feel like you have the symptoms.|&Fri Mar 13 00:31:25 SRET 2020|&N/A|&0|&0
quarantine|&1238140541398908929|&@motherofnoren in Moscow about 15 people are infected but...we don't have a quarantine...and it's scary|&Fri Mar 13 00:31:23 SRET 2020|&N/A|&0|&0
quarantine|&1238140529386422272|&Op-Ed: Italy is on a coronavirus lockdown. Here's what it's like - Los Angeles Times https://t.co/UkOPM0h7Zf|&Fri Mar 13 00:31:20 SRET 2020|&N/A|&0|&0
quarantine|&1238140528996364289|&@nick_batcha2 @JermBalfo and I said we are going to quarantine ourselves and just play that for the next few weeks.|&Fri Mar 13 00:31:20 SRET 2020|&N/A|&0|&0
quarantine|&1238140522813939712|&@TanmayThinker @MoHFW_INDIA @OfficeofUT @narendramodi @AUThackeray @Dev_Fadnavis Anyone coming from any other country has to stay in 14 days quarantine. Stay calm. They will be back.|&Fri Mar 13 00:31:18 SRET 2020|&N/A|&0|&0
quarantine|&1238140522809774080|&quarantine day 2 update: realized i actually like soap asmr videos|&Fri Mar 13 00:31:18 SRET 2020|&N/A|&0|&0
quarantine|&1238140521823920129|&@sfpelosi @SpeakerPelosi It’s time to close it all down. Your mom needs to protect herself. She is needed and vital to the country. Time to self quarantine before we are as bad as Italy|&Fri Mar 13 00:31:18 SRET 2020|&N/A|&0|&0
quarantine|&1238140519517224963|&@fsporsen Quarantine like it's 2005|&Fri Mar 13 00:31:18 SRET 2020|&N/A|&0|&0
quarantine|&1238140518892285955|&#Celtics were forced to quarantine in Milwaukee after finding out that the #NBA has suspended the season. The Celtics will leave Milwaukee tonight and head back to Boston.
#CoronavirusPandemic #coronavirus #CoronaVirusUpdate #Boston #Bucks #Boston #Covid_19 #COVD19 #ESPN #Corona|&Fri Mar 13 00:31:17 SRET 2020|&N/A|&0|&0
quarantine|&1238140515272372224|&If this national quarantine/lockdown does actually happen, I’ll be happy as fuck. 🤣|&Fri Mar 13 00:31:17 SRET 2020|&N/A|&0|&0
quarantine|&1238140513494224896|&This is that #quarantine glow ✨ https://t.co/hqy9XnTafu|&Fri Mar 13 00:31:16 SRET 2020|&N/A|&0|&0
quarantine|&1238140513154367493|&Italians in quarantine be like

Expectations: sad and angry tweets
Reality: making fancams of our prime minister Giuseppe Conte and asking others to stream|&Fri Mar 13 00:31:16 SRET 2020|&N/A|&0|&1
quarantine|&1238140510621110273|&@Olivia0695 😭😭😭 dont get stuck over there wherever you go cause from the looks they finna do quarantine on these countries|&Fri Mar 13 00:31:15 SRET 2020|&N/A|&0|&0
quarantine|&1238140509098594305|&@NFriedman3 @joshtpm "Many" does not translate to "most" when you look at the vote curves. My mom is pushing 70 in the New Rochelle quarantine thanks to those fuckwads. She helped end 'Nam.|&Fri Mar 13 00:31:15 SRET 2020|&N/A|&0|&0
quarantine|&1238140508960063489|&I am gonna quarantine binge listening the contagion soundtrack for 4-8 weeks...|&Fri Mar 13 00:31:15 SRET 2020|&N/A|&0|&0
quarantine|&1238140501804511232|&@thehill I guess that’s one way to hide from your responsibilities....I would hope that he would continue to lead (at least pretend too) while quarantine|&Fri Mar 13 00:31:13 SRET 2020|&N/A|&0|&0
quarantine|&1238140500265361409|&@wcchen Wayne my criticisms are no quarantine at home in Bull Bay up to yesterday children gone to school persons in yard to work persons on flight not contacted no testing on other persons at yard in Bull Bay no quarantine or closing of schools where kids from yard are in attendance|&Fri Mar 13 00:31:13 SRET 2020|&N/A|&0|&0
quarantine|&1238140498801393665|&How does this lockdown work for people residing outside Metro yet working in Manila? Will there be check points every corner? Quarantine with an exception.|&Fri Mar 13 00:31:13 SRET 2020|&Republic of the Philippines|&0|&0
quarantine|&1238140498734440450|&The Toronto Raptors have been placed in quarantine.  Fuuuck.|&Fri Mar 13 00:31:13 SRET 2020|&N/A|&1|&1
quarantine|&1238140497278799872|&COMMUNITY QUARANTINE- you can freely go outside, do your job, public transpo won't stop as well as services. Bawal lang lumabas ng metro to avoid spreading virus to other cities/province.|&Fri Mar 13 00:31:12 SRET 2020|&N/A|&0|&0
quarantine|&1238140496737943552|&It also authorizes state funds to support local health departments with costs associated with isolation and quarantine, as well as the use of the Wisconsin National Guard.|&Fri Mar 13 00:31:12 SRET 2020|&N/A|&0|&0
quarantine|&1238140495832010753|&Workers told to isolate themselves because of the virus will receive up to 14 days of quarantine pay. https://t.co/G5ABmB60WD|&Fri Mar 13 00:31:12 SRET 2020|&N/A|&0|&0
quarantine|&1238140495278280704|&I'm happy that people and states have dodged the pandemic bullet but bragging about it on social media is not necessary. Be greatful. As quickly as it's happening and spreading, your state could be in quarantine in a day. That is all|&Fri Mar 13 00:31:12 SRET 2020|&N/A|&0|&0
quarantine|&1238140492837085185|&@realDonaldTrump QUARANTINE . IS 40 DAYS NOT 14. THAT IS WHY IT IS GETTING OUT OF HAND.
The word QUARANTINE comes from a seventeenth-century Venetian variant of the Italian quaranta giorni, meaning “FORTY DAYS”, the period that all ships were required to be isolated before passengers and crew ,,,|&Fri Mar 13 00:31:11 SRET 2020|&N/A|&0|&0
quarantine|&1238140492421849089|&@JSODonoghue @stlpublicradio The lack of testing is one of the most frustrating things to me and one of the reasons I think this is likely to spread. It was just confirmed where I live yesterday. One of the men had been on the Grand Princess cruise last month that led to the quarantine of the most recent...|&Fri Mar 13 00:31:11 SRET 2020|&N/A|&0|&0
quarantine|&1238140488269598720|&https://t.co/5IgBQwYgLC

Haven't had any symptoms yet praying to god I don't few more days under coratein but this is serious be careful everyone this is REAL|&Fri Mar 13 00:31:10 SRET 2020|&N/A|&0|&0
quarantine|&1238140484452847617|&@hesbeck @HillaryClinton @realDonaldTrump @POTUS @SpeakerPelosi Stay home & self quarantine until they are back in stock.|&Fri Mar 13 00:31:09 SRET 2020|&N/A|&0|&0
quarantine|&1238140483936886788|&@eoiberlin Please share some insightt on this 14 days "quarantine" , is it self imposed or will we be taken to some facility provided by govt ?
This question is on behalf of all Indian Nationls staying in Germany.
@DrSJaishankar|&Fri Mar 13 00:31:09 SRET 2020|&Germany|&0|&0
quarantine|&1238140482905149441|&Do us a favor @PatrickMahomes & self-quarantine until next season.|&Fri Mar 13 00:31:09 SRET 2020|&N/A|&1|&2
quarantine|&1238140480266948609|&That's brigantine. Quarantine is a a filter-feeding system inside the mouths of some whales. 
We historically used it to make restrictive whalebone corsets that kept things tightly in place. https://t.co/BePpr1njK6|&Fri Mar 13 00:31:08 SRET 2020|&N/A|&0|&0
quarantine|&1238140479289659394|&@MotleyDiver @mbyhoff @chris_simoneau @AnaCabrera @CNN @CDCgov The Flu's mortality rate is 0.01% and it kills 30,000 Americans annually.  That's WITH vaccines available that are effective against it.

Coronavirus has no vaccine, a higher mortality rate (0.10%), and the only way to stop it's spread is quarantine.

It's much more dangerous.|&Fri Mar 13 00:31:08 SRET 2020|&N/A|&0|&1
quarantine|&1238140478203273218|&I wonder if @tomhanks has a volleyball with him in quarantine.. 🏐|&Fri Mar 13 00:31:08 SRET 2020|&United States|&0|&0
quarantine|&1238140476911489028|&I have a nagging feeling everyone knows about my self-quarantine thingy. I don't work in City but people there know, I think TC knows as well lol

Well tbh I'm safer than everyone else cuz I have been swabbed & I am officially COVID-19 free. 

So don't be scared gosh https://t.co/oVPV73uVGW|&Fri Mar 13 00:31:07 SRET 2020|&N/A|&0|&0
quarantine|&1238140476433334274|&@BlueMann18 @ManxRadio Does quarantine equal positive test?  Could perhaps be preventative?|&Fri Mar 13 00:31:07 SRET 2020|&N/A|&0|&0
quarantine|&1238140476160696326|&“Earlier this week, #Uganda deported 22 visitors, mostly tourists who had flown into the country. They were from countries where the coronavirus is spreading, and they refused to go into self-quarantine, officials said, without identifying the countries.” #CoronavirusPandemic https://t.co/eE5mynpumD|&Fri Mar 13 00:31:07 SRET 2020|&N/A|&0|&0
quarantine|&1238140476131282945|&Crowd-sourcing a COVID Quarantine playlist send me those tasty licks https://t.co/FAo6VMaEAD|&Fri Mar 13 00:31:07 SRET 2020|&N/A|&0|&0
quarantine|&1238140471815426049|&Anyone considering traveling abroad should keep other countries' restrictions in mind, too. My parents are currently still in a foreign country where they go each year for mission work. My dad said that country just implemented a 14-day quarantine for anyone coming FROM the U.S.|&Fri Mar 13 00:31:06 SRET 2020|&N/A|&4|&5
quarantine|&1238140468120162306|&@itsallboring2me can’t quarantine the grind, babyyyy|&Fri Mar 13 00:31:05 SRET 2020|&N/A|&0|&0
quarantine|&1238140467855810562|&New Yorker Stranded In Egypt In Virus Quarantine Hospital 
https://t.co/HSPL5PEyQx|&Fri Mar 13 00:31:05 SRET 2020|&N/A|&1|&0
quarantine|&1238140466199027712|&Anchorage mayor would have power to order quarantine . Assembly members could phone it in while self-isolating.  https://t.co/R4vnoZ8kQV via @AKPublicNews|&Fri Mar 13 00:31:05 SRET 2020|&N/A|&0|&0
quarantine|&1238140460645756928|&@CasarezKk but they are basically in quarantine, which means that unless someone infected visits them then it will spread.|&Fri Mar 13 00:31:04 SRET 2020|&N/A|&0|&0
quarantine|&1238140458926301188|&The World Health Organization (WHO) has announced that dogs cannot contract Covid-19. Dogs previously held in quarantine can now be released. To be clear, WHO let the dogs out.|&Fri Mar 13 00:31:03 SRET 2020|&N/A|&0|&0
quarantine|&1238140458196299776|&“Ayaw naming gamitin ‘yan kasi takot kayo sabihin niyo ‘lockdown’ (We don’t want to use the term lockdown because it frightens you). But it’s a lockdown." - Duterte

So basically, community quarantine is a downplayed lockdown. Lol! Wag nyo na i-push, it's just the same!|&Fri Mar 13 00:31:03 SRET 2020|&N/A|&0|&0
quarantine|&1238140457181310976|&@HighChurchQueen This is routine quarantine or not|&Fri Mar 13 00:31:03 SRET 2020|&N/A|&0|&0
quarantine|&1238140455839313922|&@NorbertElekes @mojos55 Quarantine him for 2 years and tell him not to touch phone..virus survives too long on that surface|&Fri Mar 13 00:31:02 SRET 2020|&N/A|&0|&0
quarantine|&1238140452303523840|&@lebfinance Haven't you heard of Cornora? Jesus, i am making myself groan, it's all that home quarantine, pls excuse my corny sense of humour. Damn did it again. Ok, time for a drink.|&Fri Mar 13 00:31:02 SRET 2020|&N/A|&0|&1
quarantine|&1238140448285360128|&How canceled events and self quarantines save lives, in one chart https://t.co/SdGbcWykGl|&Fri Mar 13 00:31:01 SRET 2020|&N/A|&0|&0
quarantine|&1238140448255991809|&somebody just told my grandma that we gone be under quarantine for 4 weeks this lady walkin around this house trippin 😩|&Fri Mar 13 00:31:01 SRET 2020|&N/A|&0|&0
quarantine|&1238140446540521472|&@LASteelers @TheSkeptic21 Truth is testing is only helpful for preventing community spread. Once we are past that point (we are), then it’s all about mass quarantine and isolation. The # of asymptomatic carriers is too high for even testing of symptomatic to be meaningful. You can just assume symptom = CV|&Fri Mar 13 00:31:00 SRET 2020|&N/A|&0|&0
quarantine|&1238140446150451201|&@MelissaAFrancis @BlackMagic63 Re: quarantine and social distancing regarding #Covid_19 #CoronavirusPandemic #coronavirus it will have a huge impact on small businesses. 

We s/buy gift cards for shops/restaurants to use later. It won’t improve overall revenue but will help cash flow.|&Fri Mar 13 00:31:00 SRET 2020|&N/A|&0|&0
quarantine|&1238140445537914880|&Hmm The most fit men on earth pun been quarantine. Stay safe everyone https://t.co/kmFl81NMch|&Fri Mar 13 00:31:00 SRET 2020|&N/A|&0|&0
quarantine|&1238140444506292228|&US quarantine coming soon|&Fri Mar 13 00:31:00 SRET 2020|&N/A|&0|&0
quarantine|&1238140443419979777|&@nabasch @BobLonsberry You sure? Maybe they don't have the medical infrastructure to test and quarantine. I guarantee you its in these countries.|&Fri Mar 13 00:30:59 SRET 2020|&N/A|&0|&0
quarantine|&1238140440873820160|&@RepGosar What's the 'wuhan' virus?? 
Are you trying to say "Woo-hoo"?
