keyword|&id|&tweet|&date|&location|&retweets|&likes
#shouldaboughtahonda|&Fri Mar 13 03:56:26 SRET 2020|&N/A|&0|&0
cough|&1238192143207981061|&Next person to cough near me is getting a roundhouse kick to the dome piece #staysafekids|&Fri Mar 13 03:56:26 SRET 2020|&N/A|&0|&0
cough|&1238192142239006721|&#SB272 passes the Senate. It prohibits minors from buying some types of cough medicine|&Fri Mar 13 03:56:25 SRET 2020|&N/A|&0|&0
cough|&1238192139424718848|&Tuh.. cough cough 😷 https://t.co/UCfawhGZBt|&Fri Mar 13 03:56:25 SRET 2020|&N/A|&0|&0
cough|&1238192103601078273|&@torikelly the world is one cough away from ending, now is not the time to be blessing us with vocals even if we've waited years for it and it kills me to say it https://t.co/q0oNTbNwg3|&Fri Mar 13 03:56:16 SRET 2020|&N/A|&0|&0
cough|&1238192101604671488|&@holylocksleys I’m off Tuesday Thursday and weekend I’m all yours ! Cough @muldersglasses cough|&Fri Mar 13 03:56:16 SRET 2020|&N/A|&0|&0
cough|&1238192095791325185|&It’s crazy it took a virus of this magnitude for most of you grimy MF to sanitize yourselves. And not sneeze and cough out in the open. I’m happy I have a ocd issue with sanitizing.  #CoronavirusPandemic|&Fri Mar 13 03:56:14 SRET 2020|&N/A|&0|&0
cough|&1238192091475464194|&@DHSCgovuk I just have a cough bit of sore throat and stuffy nose since Saturday does that mean I have the virus|&Fri Mar 13 03:56:13 SRET 2020|&N/A|&0|&0
cough|&1238192090804293633|&@EleanorSegall I’m worried more about my Dad than myself.  Saying that with my mental health problems & COPD & a really bad cough that tools so many anti biotics and steroids to shift is back and I don’t want to bother dr. I’m sure it’s not Coronavirus it’s more stress & dust from moving home.|&Fri Mar 13 03:56:13 SRET 2020|&N/A|&0|&0
cough|&1238192088132575232|&That’s why if you wash your hands you’re less likely to spread these germs. Airborne sicknesses are spread via cough/sneezes/droplets in the air...that’s also why it’s being advised to sneeze and cough in tissues and dispose of them properly.|&Fri Mar 13 03:56:12 SRET 2020|&N/A|&0|&0
cough|&1238192086186438656|&I coughing just... not normal anymore??? I went in the bus and most of the people in the back had masks on then some guy went over to sit down, coughed once (It wasnt a long cough btw it was just a short *cough* and all the people w/ masks scattered to the front|&Fri Mar 13 03:56:12 SRET 2020|&N/A|&0|&0
cough|&1238192077642567680|&@thehill Cool. I'm in DC.  I need to pick up some cough drops so I do not cause a disturbance while working the camera.|&Fri Mar 13 03:56:10 SRET 2020|&N/A|&0|&0
cough|&1238192074555420672|&My coworkers are saying they wouldn’t care if they got it. If I catch it I know who to cough on.|&Fri Mar 13 03:56:09 SRET 2020|&N/A|&0|&0
cough|&1238192065160364032|&Coronavirus update:

To help protect you and our other clients, we would appreciate if you could read the following. 

If you are feeling unwell or have any symptoms such as a cough, high temperature or shortness of breath we ask you do not attend your appointment. https://t.co/fViu9HWpQ1|&Fri Mar 13 03:56:07 SRET 2020|&N/A|&0|&0
cough|&1238192062937399296|&if a guest even looks like they might cough I will spray them directly in the face with Lysol|&Fri Mar 13 03:56:06 SRET 2020|&N/A|&0|&0
cough|&1238192047867248641|&@EricMertz_KC @AsheSchow Hmmm..
But asymptomatic people will not expel droplets that far because they will not cough...|&Fri Mar 13 03:56:03 SRET 2020|&N/A|&0|&0
cough|&1238192046088654849|&I HAVE A COUGH IM GOING ON A WORLD TOUR TO WIPE ALL OF YALL OUT|&Fri Mar 13 03:56:02 SRET 2020|&N/A|&0|&0
cough|&1238192043278688264|&*cough* https://t.co/6amGSOvdid|&Fri Mar 13 03:56:02 SRET 2020|&N/A|&0|&0
cough|&1238192041235902464|&Seriously if an eviction happens anywhere in the US we find that landlord and cough.|&Fri Mar 13 03:56:01 SRET 2020|&N/A|&0|&0
cough|&1238192036957663232|&I don’t know why Hannam acting like he already didn’t put a ba- 

Ahem. 

Cough.|&Fri Mar 13 03:56:00 SRET 2020|&N/A|&0|&1
cough|&1238192033690456071|&My Face after the 2nd sneeze and 3rd cough https://t.co/XnRtps1EyP|&Fri Mar 13 03:55:59 SRET 2020|&N/A|&0|&0
cough|&1238192032834891776|&me smoking cigarette after cigarette to make my cough worse and get quarantined https://t.co/hA6iXIMamu|&Fri Mar 13 03:55:59 SRET 2020|&N/A|&0|&1
cough|&1238192030049697792|&Most of us probably won’t die from the corona virus, TRUST... But if u are sick all we ask is, if u cough please cover ur damn mouths or simply just stay home. That’s all....... there’s no need for me or any of us to not have toilet paper to wipe our asses. Just fuckn saying...|&Fri Mar 13 03:55:59 SRET 2020|&N/A|&0|&0
cough|&1238192027839475717|&I know there is a plan but here's what I don't understand: At what point in the isolation process should people get tested? How does a person with cough and fever know when to go to hospital? I have no expertise and know no better but I want to know what to do when time comes https://t.co/BUgjUrmhsG|&Fri Mar 13 03:55:58 SRET 2020|&N/A|&0|&1
cough|&1238192025612070912|&@theadrianmojica @TheEricBautista @jozef_montes Boa I will cough on your shirt|&Fri Mar 13 03:55:58 SRET 2020|&N/A|&0|&0
cough|&1238192017601150976|&Cough Etiquette: Why It’s So Important https://t.co/MZF3vTfKap via @clevelandclinic|&Fri Mar 13 03:55:56 SRET 2020|&N/A|&0|&0
cough|&1238192016267317248|&@NewMalden19 You can get an empty seat either side of you too if you cough loudly 😂|&Fri Mar 13 03:55:55 SRET 2020|&N/A|&0|&0
cough|&1238192012769153025|&@PeterXinping Since I’m half, do I give a half cough or cough on half of myself every time I cough on a White?|&Fri Mar 13 03:55:54 SRET 2020|&N/A|&0|&0
cough|&1238192010231758848|&@Foxtrot_Cop We couldn't be that lucky, could we? Somebody go cough on a prison|&Fri Mar 13 03:55:54 SRET 2020|&N/A|&0|&0
cough|&1238192005173465089|&Don't Cough on Me Coron... https://t.co/FAr2y6kN8N via @LibertarianTees|&Fri Mar 13 03:55:53 SRET 2020|&N/A|&0|&0
cough|&1238192001344036865|&Mane somebody just told me i got that corona cough smh i hate it here|&Fri Mar 13 03:55:52 SRET 2020|&N/A|&0|&0
cough|&1238192000660172801|&They also help if you don’t have insurance! If you’re experiencing any of the 3 symptoms : cough , shortness of breath , and fever you will be able to get screened since the testing supplies are on shortage https://t.co/bDlmNyiW3A|&Fri Mar 13 03:55:52 SRET 2020|&N/A|&0|&0
cough|&1238191999993417729|&Every time I cough I'm convinced I'm away to get a 2 week holiday.|&Fri Mar 13 03:55:51 SRET 2020|&N/A|&0|&0
cough|&1238191999980843013|&So afraid to cough in public rn but I’m dying 😩|&Fri Mar 13 03:55:51 SRET 2020|&N/A|&0|&0
cough|&1238191988190699520|&So if I call out today cuz I got a bad cough it’s lawful considering what’s going on rn right|&Fri Mar 13 03:55:49 SRET 2020|&N/A|&0|&0
cough|&1238191983438508032|&Can somebody please define "continuous cough"? Cough every 5 seconds, every five minutes, every hour? Not the clearest advice #coronavirus|&Fri Mar 13 03:55:48 SRET 2020|&N/A|&0|&0
cough|&1238191982230601729|&My director just sent a text out that read ‘if someone on site has a cough send them home’ 🙄#Covid_19|&Fri Mar 13 03:55:47 SRET 2020|&United Kingdom|&0|&0
cough|&1238191980557066243|&Common signs of infection include respiratory symptoms, fever, cough, shortness of breath and breathing difficulties. In more severe cases, infection can cause pneumonia, severe acute respiratory syndrome (SARS), kidney failure and even death, it adds.|&Fri Mar 13 03:55:47 SRET 2020|&N/A|&0|&0
cough|&1238191979692867584|&i swear im not sick bro i just didnt chew my granola bar properly it was just a tiny cough bro|&Fri Mar 13 03:55:47 SRET 2020|&N/A|&0|&1
cough|&1238191971719618560|&My mum has a cough and is self isolated yikes|&Fri Mar 13 03:55:45 SRET 2020|&N/A|&0|&0
cough|&1238191970884993025|&@Maccabcafc "I saw a player taking a strepsil but I thought he just had a cough Jeff"|&Fri Mar 13 03:55:45 SRET 2020|&N/A|&0|&0
cough|&1238191970306031616|&@nothankshunny not cough in your face omgggg chas 😭😭😭😭😭😭😭|&Fri Mar 13 03:55:44 SRET 2020|&N/A|&0|&0
cough|&1238191966799740934|&Cough cough https://t.co/SxUn5GJMMS|&Fri Mar 13 03:55:44 SRET 2020|&N/A|&0|&1
cough|&1238191964476133376|&@nycsouthpaw @MrJonCryer AND COUGH/SNEEZE INTO YOUR ELBOW https://t.co/vCqPLkAagB|&Fri Mar 13 03:55:43 SRET 2020|&N/A|&0|&0
cough|&1238191962865500160|&Bitches say "let's pray for the coronavirus to stop" then get mad when I tell them to cover their mouth when they cough/sneeze|&Fri Mar 13 03:55:43 SRET 2020|&N/A|&0|&0
cough|&1238191959900110852|&i got sent home from school today with a high temperature and a cough and now the news is saying i need to self isolate?? i’ve done half a day on my own and i’m already bored.|&Fri Mar 13 03:55:42 SRET 2020|&N/A|&0|&0
cough|&1238191958687985664|&so since my post that my employee had covid symptoms and domestic travel to an area with a known outbreak, i have developed a dry cough and fever. so i called my PCP and hospital and got the run around. PCP told me to go to hospital and vice versa.|&Fri Mar 13 03:55:42 SRET 2020|&N/A|&1|&2
cough|&1238191957396066306|&@JoeBiden What we need is for people to take common sense steps. Wash your hands, stay home if your sick. Don’t cough on others. Don’t expect government to solve your lack of hygiene problems.|&Fri Mar 13 03:55:41 SRET 2020|&N/A|&0|&0
cough|&1238191956670513159|&@stephenpwright Isn’t that the area we sneeze and cough at 🥺|&Fri Mar 13 03:55:41 SRET 2020|&N/A|&0|&0
cough|&1238191951083692039|&Things to do to stay calm...

Wash hands, sex, cough into your sleeve, sex, enjoy a beverage, sex, fresh air, sex, decent sleep, sex, etc.|&Fri Mar 13 03:55:40 SRET 2020|&N/A|&0|&0
cough|&1238191950324305920|&@InFluEnza1918 @RivaloWolf You know, thinking back....that may very well be, given the symptoms I had. It had me laid up for a week with a very persistent fever, cough, aches, etc.|&Fri Mar 13 03:55:40 SRET 2020|&N/A|&0|&0
cough|&1238191947183009792|&@raymondhelton Cough to the elbow.|&Fri Mar 13 03:55:39 SRET 2020|&N/A|&0|&1
cough|&1238191946834853888|&@CarmineSabia It's being politicized by the DemonRats and the MSM to incite panic and fear. What to do? STAY INSIDE IF YOU FEEL BAD, COUGH OR SNEEZE IN YOUR SHIRT OR TISSUE, AND FOR GOODNESS SAKES #WASHYOURHANDS! It's a #DemPanic not a pandemic! #Trump2020|&Fri Mar 13 03:55:39 SRET 2020|&N/A|&0|&0
cough|&1238191946453192706|&@Samantha2Live Can’t take any risk can you... 😕 I was admitted to hospital for 4 days when I was on chemotherapy ( 10years ago) all it was, was a cough, I just ignored... result antibiotics through a drip 4 times a day and a massive telling off from the chemo ward..😬 stay safe 😊|&Fri Mar 13 03:55:39 SRET 2020|&N/A|&0|&0
cough|&1238191945203286022|&@fuckmarco5 cough|&Fri Mar 13 03:55:38 SRET 2020|&N/A|&0|&0
cough|&1238191945148772352|&@ally19red @jenanmoussa How the hell do you cough into your elbow?|&Fri Mar 13 03:55:38 SRET 2020|&N/A|&0|&0
cough|&1238191944922259461|&Have two of my best signs finishing up this week. Sure would be great to have some nice @stickermule stickers to slap on the back of them *cough cough* pick me https://t.co/1Ss9W5MFRG|&Fri Mar 13 03:55:38 SRET 2020|&N/A|&0|&0
cough|&1238191935363272705|&@ANeoMulti Don't worry, this is just school and business closure for liability reasons. Covid19 is spread through droplets NOT airborne pathogens. Just take the same initiative for the flue, and don't have people cough directly on you. Obvs don't share drinks.|&Fri Mar 13 03:55:36 SRET 2020|&N/A|&0|&0
cough|&1238191934038069249|&Ok F this Im working from home. I don’t even want to touch the hand sanitizer dispenser in this place, I see y’all in the bathroom.. that was definitely not 20 seconds Linda and Becky over here three cubicles down can’t even catch a breath from her cough|&Fri Mar 13 03:55:36 SRET 2020|&N/A|&0|&0
cough|&1238191933882798081|&I am now at the point where, every time someone coughs, I think it is the beginning of the end.

Yes, I know INTELLECTUALLY, it is just a woman with a two-pack habit. But EMOTIONALLY I am prepared to cough, turn green, and die.|&Fri Mar 13 03:55:36 SRET 2020|&N/A|&0|&0
cough|&1238191930107928586|&At the script with a fucking cough, getting so many strange looks and the odd person walking away 👏🏼👏🏼!!|&Fri Mar 13 03:55:35 SRET 2020|&N/A|&0|&0
cough|&1238191912760180737|&If anyone asks how we plan to pay for actually good programs I’m going to shove this in their face after I cough in their mouth https://t.co/ALSyOcNp8k|&Fri Mar 13 03:55:31 SRET 2020|&N/A|&0|&0
cough|&1238191905386586113|&People tryna hold in their cough & sneeze so they wont get sent home looking like: https://t.co/rgQbtqbETH|&Fri Mar 13 03:55:29 SRET 2020|&N/A|&0|&0
cough|&1238191903134400513|&It’s getting to the point you are feart to cough or say anything cos folk looking at you funny. Jeesus what am I meant to do I’m ill every day of my life so how will I know if it’s my normal problems or the coronavirus|&Fri Mar 13 03:55:28 SRET 2020|&N/A|&0|&0
cough|&1238191879977607168|&im finna have a million cases of “cough and flu” today in the ER 😒|&Fri Mar 13 03:55:23 SRET 2020|&N/A|&0|&0
cough|&1238191877972807680|&@KathyBurke Smokers cough it up better.  Get it off yer chest doll.|&Fri Mar 13 03:55:22 SRET 2020|&United Kingdom|&0|&0
cough|&1238191868535504904|&@TheTwoon Stay home and keep track of symptoms. Covid 19 does not come with a runny nose, headache, or stomach upset. Just a cough and chest tightness and fever.|&Fri Mar 13 03:55:20 SRET 2020|&N/A|&0|&0
cough|&1238191868246134785|&Me Entering the room When the wife has a cough #coronavirus #Corona #Covid_19 #CoronaVirusCanada #CoronavirusPandemic @PromotionHorror @NonprofitHorror @FANGORIA @DreadCentral @halloweenmovie #HalloweenKills #CoronaOutbreak #horrorthread #HorrorCommunity #horror https://t.co/RMfTxzu6e0|&Fri Mar 13 03:55:20 SRET 2020|&N/A|&0|&0
cough|&1238191866182389760|&I was feelin sick so I called my doctor! He told me there’s two tell tale signs to know if it’s a cold or corona so I thought I’d share. 

cold=wet cough (mucus) and nose symptoms (runny nose, stuffy nose etc.) 

Corona=dry cough, no nose symptoms at all and shortness of breath.|&Fri Mar 13 03:55:20 SRET 2020|&N/A|&20|&52
cough|&1238191861942104071|&@kayla_brown91 Listen, my momaw use to tell me to take a few shots of moonshine or liquor when I had a sore throat or cough. 🤷🏻‍♀️😂|&Fri Mar 13 03:55:19 SRET 2020|&N/A|&0|&0
cough|&1238191859907932160|&aunty just because you don’t THINK you have coronavirus doesn’t mean you actually don’t!!!!! plz cover ur mouth when u cough anD STAY HOME|&Fri Mar 13 03:55:18 SRET 2020|&N/A|&0|&0
cough|&1238191859391967234|&Totally agree,he’s even looking presidential! heh,heh, it won’t last he’s got to cough up the #RussianInterference report,#Priti(awful) Patel, Caribbean holiday money and the piece de resistance bloody #Brexit. Compared to #Trumps address he was almost Churchillian,almost I said! https://t.co/UpUR6yN12n|&Fri Mar 13 03:55:18 SRET 2020|&N/A|&0|&0
cough|&1238191849426300928|&@nyloxed I can cough in a bag for you|&Fri Mar 13 03:55:16 SRET 2020|&N/A|&0|&0
cough|&1238191843596263425|&funny thing, despite three day of fever, chills, shakes and cough, no COVID testing for me. Get in line, Ontarians, behind Sophie T and the Raptors; we are not as organized as we should be.|&Fri Mar 13 03:55:14 SRET 2020|&N/A|&0|&0
cough|&1238191837711495168|&Coronavirus Symptoms:

- Fever
- Cough
- Runny nose
- Soar Throat 
- Difficulty Breathing

Over the counter medicine can actually help a ton if you want to feel a bit better

The Wolrd :

"JESUS CHRIST I need to buy as much toilet paper as humanly possible!!"|&Fri Mar 13 03:55:13 SRET 2020|&N/A|&0|&0
cough|&1238191836684001282|&The way they always smartly trick the fans *cough*locals*cough* and never get away with it with the actualy ones who know the reality is insane 😍 https://t.co/9GuFcIuYj3|&Fri Mar 13 03:55:13 SRET 2020|&N/A|&0|&0
cough|&1238191836369424387|&Yesterday was bad but somehow today is worse! I’ve literally never heard so many people cough in my entire life. Like not even during winter flu season. Y’all stop touching stuff and stay home ok???|&Fri Mar 13 03:55:12 SRET 2020|&N/A|&0|&0
cough|&1238191831407607808|&@catmutha @missy_molly_mol @Nicky6211 I also like the 'Under the breath/cough' swears at idiots.........cough *wanker* cough|&Fri Mar 13 03:55:11 SRET 2020|&N/A|&0|&1
cough|&1238191829968752640|&On a positive note;I’m feeling better .

Strength: returning  
Fever/chills : gone 
Cough: lessened it’s not getting worse 
Nausea: gone 
Execution: I’m able to do hard shit 

I just wanna skate again 😞 I see my homies too 😭|&Fri Mar 13 03:55:11 SRET 2020|&N/A|&0|&0
cough|&1238191827469156357|&My throat has started hurting and I have a slight cough and as if my anxiety wasn't already high enough I'm now convinced I'm developing coronavirus|&Fri Mar 13 03:55:10 SRET 2020|&N/A|&0|&0
cough|&1238191822314319872|&@perfumegenius @DuncMcKay About 5 seconds in to every covid-19 sation I feel like washing my hands and cough out loud..|&Fri Mar 13 03:55:09 SRET 2020|&N/A|&0|&0
cough|&1238191814097559552|&@KenKraftNV @nytimes However, if you have tickets for a performance and are feeling ill (experiencing symptoms like a fever, cough, or shortness of breath), please do not attend the performance and, instead, contact the Box Office at 702-749-2000 so we may assist you.|&Fri Mar 13 03:55:07 SRET 2020|&N/A|&0|&0
cough|&1238191810540736512|&Corona virus is a cough not diarrhea so why y’all taking all the toilet paper lmao 😂|&Fri Mar 13 03:55:06 SRET 2020|&N/A|&0|&0
cough|&1238191801732861952|&I have a dry cough and I’m scared.|&Fri Mar 13 03:55:04 SRET 2020|&N/A|&0|&0
cough|&1238191793730129922|&@DigisectChris This same shit just happened to me like right now!

I'm at this Office Depot printing some papers and one cough was enough to draw attention! Like, I just have a common cold, I went to the hospital and tested negative to everything so I'm over like yeah stupid ass people FEAR ME!|&Fri Mar 13 03:55:02 SRET 2020|&N/A|&0|&0
cough|&1238191792337666048|&Please don’t pretend to fake cough on me like coronavirus has gotten to you, Rudy Gobert did that and now he has it soo|&Fri Mar 13 03:55:02 SRET 2020|&N/A|&0|&0
cough|&1238191780597809154|&I’ve had a bit of dry cough & chest tightness with muscle aches today. No fever yet. Very mild symptoms but I definitely have some sort of respiratory infection. Got bounced around by the health department and the VA. Can’t get tested. That’s unbelievable to me.|&Fri Mar 13 03:54:59 SRET 2020|&N/A|&0|&0
cough|&1238191779352064005|&NHS 111 currently ask whether you’ve had a fever, whether you are so tired you can’t do daily tasks, and whether you’ve had a continuous cough, before requesting a coronavirus test. But some diagnosed people have said they have displayed mild symptoms and no obvious fever???|&Fri Mar 13 03:54:59 SRET 2020|&N/A|&0|&1
cough|&1238191774256037888|&@kenklippenstein @_whitneywebb Your phone hears you cough, it calls up Google, van arrives, video of you being stuffed in a van and hauled away by men in hazmat suits goes wild on YouTube, Google blocks your phone from showing you the video. Is that where we are? #COVIDー19|&Fri Mar 13 03:54:58 SRET 2020|&N/A|&0|&0
cough|&1238191760779681798|&The government and the NHS have updated the advice on #COVID19.
 
If you have: a new continuous cough OR a high temperature (37.8 degrees or higher), you should stay at home for 7 days.
 
Read the full guidance now: https://t.co/euaEf311Dg https://t.co/aBGJaNcXIr|&Fri Mar 13 03:54:54 SRET 2020|&N/A|&0|&0
cough|&1238191750654513152|&Cough and inshallah to get the PL cancelled and stop the Scousers winning the title~|&Fri Mar 13 03:54:52 SRET 2020|&N/A|&0|&0
cough|&1238191741427232768|&Latest advice around self isolation for those with a high temperature and new contagious cough comes as kiddo comes home with a temperature and gross cough #greattiming #itsacommoncold #mightmakeherwearamask|&Fri Mar 13 03:54:50 SRET 2020|&N/A|&0|&0
cough|&1238191739170476032|&My fear if I accidentally cough in public. https://t.co/uuT8ewtNky|&Fri Mar 13 03:54:49 SRET 2020|&N/A|&0|&0
cough|&1238191736670662656|&Give all the players the opportunity to heal properly, rest properly, and train properly for next season.

Take the time to review policies (*cough* DoPS *cough*), make improvements where needed, and properly socialize them with teams and officials.

2/x|&Fri Mar 13 03:54:49 SRET 2020|&N/A|&0|&0
cough|&1238191736280752128|&@SkyNews Fuk off ! I always have a cough and feel rough after a Friday night|&Fri Mar 13 03:54:49 SRET 2020|&N/A|&0|&0
cough|&1238191726675857417|&@Baddiel What about having an alarm that is just the noise of a cough and sneeze?|&Fri Mar 13 03:54:46 SRET 2020|&N/A|&0|&0
cough|&1238191722087276547|&@Kris_Sacrebleu @jmacjupiter Nothing they can do, even if you were to test positive. Hang in there, a few days of fevers & cough, & you'll be ok. On a positive note, you will then be IMMUNE to this thing, so it's over for you guys.|&Fri Mar 13 03:54:45 SRET 2020|&N/A|&0|&0
cough|&1238191717536464896|&I just hear you cough, so I am quarantine you to drawer for minimum of next 14 days. https://t.co/BNttgovgCz|&Fri Mar 13 03:54:44 SRET 2020|&N/A|&0|&1
cough|&1238191709986664450|&Gutted to lose my half marathon. I haven’t been fit because of this cough that won’t go away (just a cough so no isolation needed).
A bit of warmth and sun would have been perfect recovery 😢.|&Fri Mar 13 03:54:42 SRET 2020|&N/A|&0|&0
cough|&1238191702906716163|&Cleared his symptoms up faster than any other cough meds. 
So. Use that for your asthma/bronchitis/pneumonia/vivid cough. And also. Tel me if you’ve ever heard of it lol|&Fri Mar 13 03:54:41 SRET 2020|&N/A|&0|&0
cough|&1238191700755054592|&Ok so was this a Haitian thing or a my mom thing. My brother has asthma and it flares in Haiti so when he has bad coughs and shit she would slice a red onion. Layer it in a jar w brown sugar/raw cane sugar let it sit 12+ hours and use it like cough syrup and it always|&Fri Mar 13 03:54:40 SRET 2020|&N/A|&0|&0
cough|&1238191688574590977|&Hi! No stream tonight, because I am sick and coughing like crazy. It's just a cold. However, I don't think you wanna hear me cough an watch my stylus fly all over the place so I'm gonna rest up.|&Fri Mar 13 03:54:37 SRET 2020|&N/A|&1|&3
cough|&1238191680404234245|&So I pick up my Chinese food & The Chinese Lady Gon Cough & Start Laughin Tlkn Bout "I Jus Play" No Bitch U Bouta Get Yo Ass Whooped😒🤣🤣🤣|&Fri Mar 13 03:54:35 SRET 2020|&N/A|&0|&1
cough|&1238191679640727553|&Somebody cough on Tommy Laryngitis|&Fri Mar 13 03:54:35 SRET 2020|&N/A|&0|&1
cough|&1238191679003213824|&@jessicapancakes @E2Tha @theferocity 😂 my (weed) smokers cough has scared many. I may need to switch, but it's just not the same damn it!|&Fri Mar 13 03:54:35 SRET 2020|&N/A|&0|&0
cough|&1238191655364071424|&This virus got me looking like a dumbass holding in my cough😭😭|&Fri Mar 13 03:54:29 SRET 2020|&N/A|&0|&0
cough|&1238191655066439681|&Wow the lack of people openly coughing on the bus has gone down so much and the people that do cough actually cover their mouths?! Why did it take a pandemic to start that???!!|&Fri Mar 13 03:54:29 SRET 2020|&N/A|&0|&0
cough|&1238191654437367810|&Just gunna cough in public when people are just a lil toooooo close x|&Fri Mar 13 03:54:29 SRET 2020|&N/A|&0|&0
cough|&1238191653829120001|&Hello #Veterans #Hackney. Please see below #Tweet. The most common symptoms of #coronavirus are: 
👉New continuous cough 
Or
👉High temperature (37.8 degrees or higher) 
💂🏻‍♂️👮🏻‍♂️ https://t.co/3lpDhb5wsU|&Fri Mar 13 03:54:29 SRET 2020|&N/A|&0|&0
cough|&1238191651979395078|&@DavidOpie Apparently we just need to wash our hands and not cough. 👍 you'll be fine|&Fri Mar 13 03:54:28 SRET 2020|&N/A|&0|&0
cough|&1238191648628183042|&I've made some jokes about COVID-19, but just for the record, I have a compromised immune system and have my entire life. Doctors have never been able to diagnose my condition, but it does weird stuff to me. 

That being said, someone with CoronaVirus please come cough on me.|&Fri Mar 13 03:54:28 SRET 2020|&N/A|&0|&1
cough|&1238191644828217344|&If a client even look like they finna cough... im sending em tf home.|&Fri Mar 13 03:54:27 SRET 2020|&N/A|&0|&0
cough|&1238191644077416449|&@MrNondino I have the same dilemma... I’ll get weird looks on the train with this cough|&Fri Mar 13 03:54:27 SRET 2020|&N/A|&0|&1
cough|&1238191641657323522|&@Gulyaren08 I'll cough on you|&Fri Mar 13 03:54:26 SRET 2020|&N/A|&0|&1
cough|&1238191640315072516|&Wonder how many will contract a cough overnight hoping for a week off work?🤔|&Fri Mar 13 03:54:26 SRET 2020|&N/A|&0|&0
cough|&1238191625693782016|&Coronavirus: People with fever or persistent cough told to self-isolate https://t.co/LbcMxtBZ1l|&Fri Mar 13 03:54:22 SRET 2020|&N/A|&0|&0
cough|&1238191621474095104|&@starsandrobots Come along and sing a song
And join the jamboree
M-I-C-K-E-Y M-O-U-S-E
*cough* *cough*|&Fri Mar 13 03:54:21 SRET 2020|&N/A|&0|&0
cough|&1238191618227949568|&@rahulsood Sure seems iffy as a diagnostic. But It expands the bronchi. If you have an exacerbation of asthma or a respiratory infection - or apparently/possibly COVID-19 - it will irritate the bejesus out of you to hold a deep breath, and you will indeed cough. Asthma girl here.|&Fri Mar 13 03:54:20 SRET 2020|&N/A|&0|&0
cough|&1238191612146200577|&having cough variant asthma in the middle of all this coronavirus panic is humiliating 😚|&Fri Mar 13 03:54:19 SRET 2020|&N/A|&0|&0
cough|&1238191607393980417|&Girl I was seeing decided to invite me over for salmon. A girl I liked. She proceeded to “break up” with me because I’m —

Angry
Self Centered

I asked Siri if she could make Ashely NOT said girls name — cough cough cum. 

I don’t remember ever doing this. Kudos. Slow clap.|&Fri Mar 13 03:54:18 SRET 2020|&N/A|&0|&0
cough|&1238191604516585473|&Cough or sneeze in a 10 foot radius of me and you’re gonna get capped 😤 https://t.co/lZZV1czcW9|&Fri Mar 13 03:54:17 SRET 2020|&N/A|&1|&1
cough|&1238191601412947968|&dear COVID-19,

